iter	MultiClass
165	0.6035577049
166	0.6026011438
167	0.6018907399
168	0.6015497373
169	0.6005258313
170	0.6000301196
171	0.5991106877
172	0.597852907
173	0.5974430472
174	0.5955172362
175	0.5945673104
176	0.593809768
177	0.5934502849
178	0.5925774505
179	0.5920277571
180	0.5911964871
181	0.5891259255
182	0.5883334734
183	0.5880785596
184	0.587265221
185	0.5863825604
186	0.5853243818
187	0.5843651356
188	0.5831326357
189	0.581584973
190	0.5811076378
191	0.5806246922
192	0.5799704717
193	0.579432855
194	0.5786459782
195	0.5780976879
196	0.5767342667
197	0.5764931718
198	0.5760327662
199	0.5753225599
200	0.5736117206
201	0.572586732
202	0.5719496432
203	0.5709003972
204	0.5705245832
205	0.5694744049
206	0.5687420086
207	0.5675872426
208	0.5667566586
209	0.5664869529
210	0.5656532779
211	0.5652644316
212	0.5643487728
213	0.563531437
214	0.5628049134
215	0.5623890995
216	0.5618660238
217	0.5616649723
218	0.5608630862
219	0.5605704977
220	0.559835108
221	0.5588169319
222	0.5578420218
223	0.5569216055
224	0.5565299537
225	0.5561102032
226	0.5555222404
227	0.555237248
228	0.554511545
229	0.5536787205
230	0.5531045935
231	0.5524253325
232	0.551746657
233	0.5509911785
234	0.5503998532
235	0.5499772073
236	0.549581401
237	0.5483580143
238	0.5479973665
239	0.5478674431
240	0.5472226754
241	0.5468564563
242	0.5463090332
243	0.5454313742
244	0.5447198392
245	0.5439639024
246	0.5438006271
247	0.5433226808
248	0.5430026084
249	0.5428185062
250	0.5421675955
251	0.5419567492
252	0.5412923756
253	0.5402935079
254	0.5390332691
255	0.5384776142
256	0.5381543933
257	0.53760534
258	0.5375008506
259	0.5372957234
260	0.5364249293
261	0.5357879465
262	0.5350386454
263	0.5349133779
264	0.5347166908
265	0.5340733553
266	0.5334478074
267	0.5329797727
268	0.5324902758
269	0.5316806339
270	0.53122836
271	0.530641611
272	0.5300385373
273	0.5297843284
274	0.5295722152
275	0.5292908731
276	0.5282810621
277	0.5276749292
278	0.5270174249
279	0.5266393043
280	0.5264343118
281	0.5259850119
282	0.5253412198
283	0.5248281554
284	0.5246785233
285	0.5245042945
286	0.5242045002
287	0.5233437433
288	0.5232604354
289	0.5228638045
290	0.5221643909
291	0.5220192116
292	0.5217202626
293	0.5215366066
294	0.5210605921
295	0.5208043872
296	0.5204485975
297	0.5202844489
298	0.520092896
299	0.5196678958
300	0.5193549665
301	0.5186464637
302	0.5183854999
303	0.5179495448
304	0.5176525753
305	0.517199913
306	0.5170253385
307	0.5167863274
308	0.516448165
309	0.5158999792
310	0.5157671059
311	0.5155039537
312	0.5151633597
313	0.5149057715
314	0.5144226379
315	0.5142347227
316	0.5135878825
317	0.5132335747
318	0.5130999535
319	0.5128588661
320	0.5119140581
321	0.5116397709
322	0.5112494271
323	0.5107196508
324	0.5105478032
325	0.5103115229
326	0.5101815431
327	0.5098995771
328	0.5096367684
329	0.5093394292
330	0.5091061136
331	0.5090150211
332	0.5086882835
333	0.5083898381
334	0.5080099175
335	0.5077324575
336	0.5075251906
337	0.5073317155
338	0.5063981226
339	0.5058264231
340	0.5057028269
341	0.50497599
342	0.5048265606
343	0.5045908038
344	0.5042570183
345	0.5040257462
346	0.5035192642
347	0.5031843884
348	0.5029363648
349	0.502290509
350	0.5021671398
351	0.5018758645
352	0.5014894491
353	0.5010124842
354	0.5009174724
355	0.5007450706
356	0.5003910201
357	0.5000792221
358	0.4996310318
359	0.499315325
360	0.4985517875
361	0.4982871568
362	0.4980777258
363	0.4978772307
364	0.4976246358
365	0.4969820011
366	0.4967295813
367	0.4963292374
368	0.4959467064
369	0.4955969062
370	0.4951315025
371	0.4949754025
372	0.4945433186
373	0.4943534361
374	0.494179904
375	0.4939614838
376	0.4937725948
377	0.493623661
378	0.4935262182
379	0.4930489404
380	0.4929683681
381	0.4924794805
382	0.4923487205
383	0.4920341076
384	0.4918481989
385	0.4915126053
386	0.4910985135
387	0.4908166947
388	0.490313711
389	0.489642035
390	0.489435582
391	0.4890911335
392	0.4889543462
393	0.4887733161
394	0.4885398423
395	0.4880598264
396	0.4879556537
397	0.4878281349
398	0.4873574987
399	0.4872726197
400	0.4870518201
401	0.4869005102
402	0.4866439319
403	0.486444639
404	0.4861419122
405	0.4856228199
406	0.4854527581
407	0.4853101328
408	0.4849754306
409	0.4847021477
410	0.484546257
411	0.484336305
412	0.4837205108
413	0.4834980572
414	0.4833321598
415	0.4832057474
416	0.4829684072
417	0.4828332587
418	0.4824102652
419	0.4821113184
420	0.4817974183
421	0.48148489
422	0.4813341554
423	0.4810262784
424	0.4808080429
425	0.4806905652
426	0.4802024868
427	0.4797898416
428	0.4796623799
429	0.4793986528
430	0.4791677419
431	0.4788887826
432	0.4787887756
433	0.4786443821
434	0.4784517875
435	0.478138481
436	0.4780266292
437	0.4779477871
438	0.4776319591
439	0.4775451898
440	0.4773380113
441	0.4772438555
442	0.4771170156
443	0.4767949806
444	0.4767029595
445	0.4761583737
446	0.4759663746
447	0.4758259407
448	0.4756916705
449	0.4754613195
450	0.4752929123
451	0.4749518104
452	0.4747226707
453	0.4743608295
454	0.4742053027
455	0.4741020807
456	0.4738568891
457	0.4733979653
458	0.473291357
459	0.4729582719
460	0.472776659
461	0.4726721444
462	0.4724778707
463	0.4723969067
464	0.471944218
465	0.4718218839
466	0.4715139554
467	0.4712089352
468	0.4710760052
469	0.4709280499
470	0.4707941339
471	0.4704363196
472	0.4701960664
473	0.470117618
474	0.4700444884
475	0.4698734734
476	0.469748818
477	0.4690764453
478	0.468942348
479	0.4685290728
480	0.4683809356
481	0.4679638243
482	0.4678802399
483	0.4674370212
484	0.4669707239
485	0.4668617085
486	0.4663653902
487	0.4662075002
488	0.4660017787
489	0.4659048414
490	0.4655776485
491	0.4654518487
492	0.4652974747
493	0.4651456649
494	0.4646742412
495	0.4645833761
496	0.4641298574
497	0.4640112987
498	0.4638320982
499	0.463664849
500	0.4634978981
501	0.4634237751
502	0.4633151485
503	0.4631602968
504	0.4627029193
505	0.4623651436
506	0.4620169182
507	0.4618766741
508	0.4617512619
509	0.4615817155
510	0.4614593993
511	0.4610702961
512	0.4609684979
513	0.4607970911
514	0.4606867066
515	0.4603953502
516	0.4602264319
517	0.4599753234
518	0.4598952855
519	0.4596831394
520	0.4596007183
521	0.4594161137
522	0.4593221735
523	0.4592117047
524	0.4590865159
525	0.4588634672
526	0.4587759669
527	0.4585043875
528	0.4583807786
529	0.4580570438
530	0.4578338833
531	0.4575813704
532	0.4575201944
533	0.4573720347
534	0.4572819749
535	0.4572179137
536	0.4570459364
537	0.4569253772
538	0.4567856446
539	0.4565819619
540	0.4564773024
541	0.456354201
542	0.4562830954
543	0.4561902152
544	0.4560799516
545	0.4558694785
546	0.4556909999
547	0.4555910694
548	0.455487687
549	0.4553989851
550	0.4550753986
551	0.4548591453
552	0.454566039
553	0.4543525707
554	0.4542320334
555	0.4540656622
556	0.4539899833
557	0.4536804758
558	0.453492974
559	0.453337505
560	0.453041458
561	0.4529661623
562	0.4527876378
563	0.4526470776
564	0.4524602418
565	0.4522122293
566	0.4520587421
567	0.4519032708
568	0.4517961773
569	0.4516131877
570	0.4512058925
571	0.4508621672
572	0.450688383
573	0.4504204127
574	0.4502437345
575	0.450027188
576	0.4498639532
577	0.4497516774
578	0.4496533036
579	0.4494171536
580	0.4493234416
581	0.4491143343
582	0.4490370327
583	0.4488067586
584	0.4484401094
585	0.4483522142
586	0.4482766005
587	0.4481388563
588	0.4480613422
589	0.447971562
590	0.4478379771
591	0.4477501944
592	0.447644956
593	0.4474323058
594	0.4472487156
595	0.4471319764
596	0.4468984143
597	0.4467062099
598	0.4464812024
599	0.4464133513
600	0.4463057589
601	0.4460693997
602	0.445914291
603	0.4457775814
604	0.4456617211
605	0.4455371206
606	0.4449842429
607	0.4447178324
608	0.4445672893
609	0.4444461307
610	0.4442236267
611	0.4441231963
612	0.4440409996
613	0.4438883946
614	0.4437879998
615	0.4436838762
616	0.4435809629
617	0.4435215595
618	0.4434691333
619	0.4433661292
620	0.443137275
621	0.4430089885
622	0.4429130114
623	0.4427394386
624	0.4426141384
625	0.4425339377
626	0.4424674512
627	0.4423502748
628	0.4422012846
629	0.4419617406
630	0.4416620473
631	0.4414925332
632	0.4413744996
633	0.4412177266
634	0.4410706549
635	0.4408474131
636	0.440737574
637	0.4406290861
638	0.440238503
639	0.440162013
640	0.4400740035
641	0.4398940748
642	0.4397513234
643	0.4396503844
644	0.4394864486
645	0.439331461
646	0.4390410356
647	0.4389759069
648	0.4388475017
649	0.4385834524
650	0.4384255767
651	0.4382912354
652	0.4382045754
653	0.438121457
654	0.4380622503
655	0.4378645484
656	0.4377025341
657	0.4376054448
658	0.4374646539
659	0.4373611339
660	0.4371717151
661	0.4370760976
662	0.4368448333
663	0.4367742676
664	0.4363912921
665	0.4363233923
666	0.436231162
667	0.4359005195
668	0.4357650297
669	0.4356893046
670	0.4355591246
671	0.4351613496
672	0.4349948802
673	0.4348604607
674	0.4346091852
675	0.4344313575
676	0.4343537166
677	0.434267432
678	0.4341876503
679	0.434063502
680	0.4339494399
681	0.4337370532
682	0.4335267641
683	0.4333079755
684	0.4329925742
685	0.4327281895
686	0.4324905193
687	0.4324041909
688	0.4323546969
689	0.4322340329
690	0.432130883
691	0.4318486156
692	0.4317736867
693	0.4316193482
694	0.4313667641
695	0.4312888694
696	0.4311463042
697	0.4310348521
698	0.4309813473
699	0.430901631
700	0.4307110044
701	0.4305296181
702	0.430256875
703	0.430081284
704	0.4297484062
705	0.4296689213
706	0.4295675485
707	0.4295004271
708	0.4294327255
709	0.429311484
710	0.4292226439
711	0.4291236538
712	0.4290406229
713	0.4288818702
714	0.42875216
715	0.4285933111
716	0.4284208689
717	0.4283243873
718	0.4282100816
719	0.4279845497
720	0.4278985382
721	0.4278365535
722	0.4276751295
723	0.4274976249
724	0.4273319601
725	0.4271688856
726	0.426993567
727	0.4267183317
728	0.426435117
729	0.4263909645
730	0.4263054268
731	0.4261450066
732	0.4259447129
733	0.4258189353
734	0.4256379359
735	0.4255150909
736	0.4253997139
737	0.4253007833
738	0.4251471546
739	0.4250127533
740	0.4248831796
741	0.4246760032
742	0.4245445667
743	0.4244680689
744	0.4242486921
745	0.4240636797
746	0.4239323937
747	0.4237942684
748	0.4236880688
749	0.4234738336
750	0.4232428337
751	0.4231316441
752	0.4230789749
753	0.4230011195
754	0.422884776
755	0.4228440255
756	0.4227456828
757	0.4226863141
758	0.4225716842
759	0.4224713822
760	0.422418596
761	0.4222914358
762	0.422200122
763	0.4221094819
764	0.4219454947
765	0.4218672795
766	0.421750947
767	0.4216003029
768	0.4213918145
769	0.4212665468
770	0.4212046102
771	0.4211648121
772	0.4209492294
773	0.4208084762
774	0.4207266791
775	0.420640379
776	0.4205676662
777	0.4204561725
778	0.4203406045
779	0.4201140384
780	0.4200394611
781	0.4199911347
782	0.4199460595
783	0.4198330716
784	0.4197850094
785	0.4196850161
786	0.4195604681
787	0.4194722243
788	0.4192136008
789	0.4189097805
790	0.4188527188
791	0.4186259401
792	0.4184747307
793	0.4183788956
794	0.4182448904
795	0.4181710777
796	0.4180800326
797	0.4179871167
798	0.4178582141
799	0.4177790357
800	0.4177445217
801	0.4176511153
802	0.4175630047
803	0.4174543135
804	0.41719959
805	0.41710352
806	0.4168550163
807	0.4167731552
808	0.416569748
809	0.4163746005
810	0.4161826185
811	0.4159490582
812	0.415814349
813	0.4157318304
814	0.4155284323
815	0.4154737272
816	0.4154178881
817	0.4153217839
818	0.4151780224
819	0.4150573606
820	0.4149380012
821	0.4148288552
822	0.4147215887
823	0.414580898
824	0.4144952436
825	0.4144143558
826	0.4142376348
827	0.4141050819
828	0.4140110687
829	0.4137940266
830	0.413681196
831	0.4134991693
832	0.4134042732
833	0.4133007852
834	0.4131774506
835	0.4131250157
836	0.4129961474
837	0.4127977673
838	0.4127231196
839	0.4124294892
840	0.4121710545
841	0.4120737301
842	0.4119426649
843	0.4118887604
844	0.4117614555
845	0.4117180647
846	0.4116397322
847	0.4115282737
848	0.4113968592
849	0.4112906548
850	0.4111903047
851	0.4110817539
852	0.4110341998
853	0.4109449928
854	0.4108934694
855	0.410826555
856	0.4107434942
857	0.4106694287
858	0.4106025584
859	0.4105164178
860	0.4103217231
861	0.4102343327
862	0.4101387999
863	0.409963321
864	0.409865703
865	0.4097298455
866	0.4095190882
867	0.4094511215
868	0.4093786584
869	0.4092724757
870	0.4092177796
871	0.4091832739
872	0.4090909838
873	0.408846681
874	0.4086186839
875	0.408567442
876	0.4084707233
877	0.4083324836
878	0.4082604488
879	0.4081540747
880	0.4080695822
881	0.4079553445
882	0.4078487685
883	0.4077771287
884	0.4075607896
885	0.407428197
886	0.4073805193
887	0.4072958134
888	0.4072014838
889	0.4070497215
890	0.4067876812
891	0.4066980917
892	0.4065078254
893	0.4062363944
894	0.405990459
895	0.4059336966
896	0.4058520849
897	0.405615825
898	0.4055129485
899	0.4054024501
900	0.4052526366
901	0.4050584246
902	0.4049708937
903	0.4048626938
904	0.4047744499
905	0.4046359196
906	0.4044305081
907	0.4043185194
908	0.4042321325
909	0.4041134472
910	0.404021628
911	0.403923058
912	0.4038314943
913	0.4034165799
914	0.4032531918
915	0.4032246745
916	0.4031161129
917	0.4029520973
918	0.4028697298
919	0.4027857686
920	0.4026160306
921	0.4025346859
922	0.40245715
923	0.4024266252
924	0.4021704185
925	0.4020667601
926	0.402000433
927	0.4019122519
928	0.4018101253
929	0.4017159505
930	0.4016025484
931	0.4015022129
932	0.4013557419
933	0.4013036876
934	0.4012180568
935	0.4011718859
936	0.4010687499
937	0.4009446942
938	0.4008501364
939	0.4007764414
940	0.4007319331
941	0.4006383997
942	0.4005630048
943	0.400381299
944	0.4003097336
945	0.4002378158
946	0.4000846714
947	0.4000328082
948	0.3997800131
949	0.3996980824
950	0.3994169098
951	0.3992930763
952	0.3991833552
953	0.398954145
954	0.3988717379
955	0.3988271019
956	0.3987796055
957	0.3986766384
958	0.3986347734
959	0.3985034695
960	0.3984401056
961	0.3983745392
962	0.3982782589
963	0.3982205882
964	0.3979247521
965	0.3978499074
966	0.397722451
967	0.397615186
968	0.3975766135
969	0.3975125984
970	0.3974176473
971	0.3973752102
972	0.3972356551
973	0.3971577895
974	0.397048017
975	0.3968323961
976	0.3967532166
977	0.3966270046
978	0.3965664525
979	0.3965391743
980	0.3964380507
981	0.396193697
982	0.39607567
983	0.3959865464
984	0.3959141144
985	0.3958571185
986	0.3957044977
987	0.3955533304
988	0.3954883969
989	0.3953741429
990	0.3952994592
991	0.3951743313
992	0.3948491733
993	0.3947558047
994	0.3946963316
995	0.3946297793
996	0.3945832265
997	0.394536321
998	0.3944866199
999	0.3944001622
